BarName,Beername,Amount,
The Old Seelbach Bar,Hefeweizen,112,
The Old Seelbach Bar,Firestone Walker Parabola,112,
The Old Seelbach Bar,Bud,105,
The Old Seelbach Bar,Original Premium Lager,169,
The Old Seelbach Bar,Sauza Diablo,143,
The Old Seelbach Bar,Lagunitas IPA,178,
The Old Seelbach Bar,Avery Uncle Jacob’s Stout,189,
The Old Seelbach Bar,Ten Fidy,111,
The Old Seelbach Bar,Cascade Brewing Apricot Ale,121,
The Old Seelbach Bar,Hair of the Dog Adam,133,
The Old Seelbach Bar,NoDa Hop Drop n Roll,191,
The Old Seelbach Bar,Michelob Amber Bock,230,
The Old Seelbach Bar,Widmer Brothers Hefeweizen,178,
The Old Seelbach Bar,Dark Horse Plead the 5th,127,
The Polo Lounge,Dale's Pale Ale,143,
The Polo Lounge,Odell 90 Shilling Ale,161,
The Polo Lounge,Goose Island Bourbon County Stout,214,
The Polo Lounge,Westbrook Mexican Cake,136,
The Polo Lounge,Deschutes Black Butte Porter,183,
The Polo Lounge,Saint Arnold Fancy Lawnmower,130,
The Polo Lounge,Original Premium Lager Dog,106,
The Silver Dollar,Bud,119,
The Silver Dollar,Great Lakes Edmund Fitzgerald Porter,177,
The Silver Dollar,Founders Red’s Rye,166,
The Silver Dollar,The Bruery Saison Rue,214,
The Silver Dollar,Foothills Brewing Sexual Chocolate,133,
The Silver Dollar,Jolly Pumpkin La Roja,139,
The Silver Dollar,Wild Heaven Eschaton,105,
The Silver Dollar,Saint Arnold Fancy Lawnmower,143,
The Silver Dollar,Fullsteam Carver,240,
The Sound Table,Highland Cold Mountain Winter Ale,244,
The Sound Table,Hefeweizen,128,
The Sound Table,New Holland Dragon’s Milk,220,
The Sound Table,ICEHOUSE,193,
The Sound Table,Russian River Supplication,205,
The Sound Table,Bell’s Two Hearted,147,
The Sound Table,Michelob ULTRA,143,
The Sound Table,Ten Fidy,195,
The Sound Table,Stone IPA,102,
The Sound Table,Capital Autumnal Fire Doppelbock,106,
The Sound Table,Lagunitas IPA,198,
The Sound Table,Great Lakes Edmund Fitzgerald Porter,148,
The Sound Table,The Bruery Saison Rue,145,
The Upstairs Bar at City Grocery,Cascade Brewing Apricot Ale,244,
The Upstairs Bar at City Grocery,21st Amendment Bitter American,226,
The Upstairs Bar at City Grocery,Three Floyds Zombie Dust,165,
The Upstairs Bar at City Grocery,Michelob Golden Draft Light,249,
The Upstairs Bar at City Grocery,Sierra Nevada Bigfoot Barleywine-Style Ale,232,
The Upstairs Bar at City Grocery,Wild Heaven Eschaton,173,
The Upstairs Bar at City Grocery,Foothills Brewing Sexual Chocolate,248,
The Upstairs Bar at City Grocery,Hill Farmstead Abner,131,
The Upstairs Bar at City Grocery,Upslope Brown Ale,213,
The Upstairs Bar at City Grocery,Original Premium Lager Dog,123,
The Upstairs Bar at City Grocery,Dale's Pale Ale,191,
The Velvet Tango Room,The Bruery Saison Rue,127,
The Velvet Tango Room,Revolution Anti-Hero IPA,114,
The Velvet Tango Room,Jester King Boxer’s Revenge,152,
The Velvet Tango Room,The Alchemist Focal Banger,123,
The Velvet Tango Room,Jai Alai IPA,238,
The Velvet Tango Room,Upslope Brown Ale,224,
The Velvet Tango Room,Creamy Dark,192,
The Violet Hour,Hefeweizen,149,
The Violet Hour,Great Divide Yeti,244,
The Violet Hour,Jai Alai IPA,223,
The Violet Hour,Allagash White,220,
The Violet Hour,North Coast Old Rasputin,112,
The Violet Hour,Pipeworks Citra,202,
The Violet Hour,21st Amendment Bitter American,175,
The Violet Hour,Hill Farmstead Abner,199,
The Wayland,Samuel Adams Utopias,190,
The Wayland,21st Amendment Bitter American,101,
The Wayland,Victory Prima Pils,228,
The Wayland,Alpine Duet IPA,141,
The Wayland,Foothills Brewing Sexual Chocolate,249,
The Wayland,Toppling Goliath PseudoSue,192,
The Wayland,Hill Farmstead Everett Porter,130,
The Wayland,Ballast Point Sculpin,181,
The Wayland,Creamy Dark,162,
The Whining Pig,Avery Uncle Jacob’s Stout,156,
The Whining Pig,Saint Arnold Fancy Lawnmower,148,
The Whining Pig,Breckenridge Vanilla Porter,222,
The Whining Pig,Anchor Steam Beer,137,
The Whining Pig,The Bruery Sans Pagaie,126,
The Whining Pig,Hefeweizen Doppelbock,223,
The Whining Pig,Goose Island Bourbon County Stout,129,
The Whining Pig,Troegs Mad Elf,237,
The Whining Pig,Ballast Point Sculpin,159,
Tiki-Ti ,Michelob Golden Draft,201,
Tiki-Ti ,New Belgium Lips of Faith La Folie,172,
Tiki-Ti ,New Holland Dragon’s Milk,205,
Tiki-Ti ,North Coast Old Rasputin,232,
Tiki-Ti ,Bell’s Hop Slam,155,
Tiki-Ti ,Avery Mephistopheles Stout,128,
Tiki-Ti ,Dark Horse Plead the 5th,245,
Tiki-Ti ,Creamy Dark,216,
Tiki-Ti ,Dogfish Head 90 Minute IPA,225,
Tiki-Ti ,Bell’s Two Hearted,184,
Tiki-Ti ,Ballast Point Sculpin,233,
Tiki-Ti ,Firestone Walker Union Jack IPA,174,
Tiki-Ti ,Foothills Brewing Sexual Chocolate,161,
Vesper Bar,Capital Autumnal Fire Doppelbock,176,
Vesper Bar,Fullsteam Carver,239,
Vesper Bar,Lagunitas Brown Shugga,222,
Vesper Bar,Cascade Brewing Apricot Ale,217,
Vesper Bar,Dale's Pale Ale,166,
Vesper Bar,Stone IPA,148,
Vesper Bar,Gigantic IPA,164,
Vesper Bar,Sierra Nevada Bigfoot Barleywine-Style Ale,168,
Vesper Bar,Founders Breakfast Stout,185,
Vesper Bar,The Bruery Saison Rue,133,
Vesper Bar,Revolution Anti-Hero IPA,119,
Vesper Bar,Zima Citrus,137,
Voodoo,Michelob Amber Bock,122,
Voodoo,The Alchemist Heady Topper,227,
Voodoo,Allagash White,172,
Voodoo,Jester King Boxer’s Revenge,138,
Voodoo,Alpine Great,161,
Voodoo,Avery Mephistopheles Stout,136,
Voodoo,AleSmith Horny Devil,110,
Voodoo,Tröegs Nugget Nectar,137,
Voodoo,Widmer Brothers Hefeweizen,200,
Voodoo,The Alchemist Focal Banger,178,
Voodoo,Brooklyn Brewery Lager,111,
Voodoo,Terrapin Wake n Bake,157,
Weather Up,Dark Horse Plead the 5th,177,
Weather Up,Founders KBS (Kentucky Breakfast Stout),221,
Weather Up,Hill Farmstead Everett Porter,237,
Weather Up,Craftsman Cabernale,150,
Weather Up,Cascade Brewing Apricot Ale,105,
Weather Up,Schlafly Pumpkin Ale,177,
Weather Up,Original Premium Lager,194,
Weather Up,Zima Citrus,164,
Weather Up,Great Lakes Edmund Fitzgerald Porter,145,
Weather Up,Russian River Pliny the Elder,183,
Weather Up,Brooklyn Brewery Lager,143,
