BarName,ItemName,Price,
Mace ,coconuts,9.75,
Mace ,margarine,8.25,
Mace ,Parmesan cheese,10.5,
Mace ,adobo,24.0,
Mace ,duck,23.0,
Mace ,pumpkin seeds,19.75,
Mace ,cinnamon,24.0,
Mace ,pears,16.0,
Mace ,chai,24.0,
Mace ,buttermilk,17.5,
Mace ,fanta,21.99,
Mace ,bacon,3.75,
Mace ,English muffins,15.99,
Mace ,mesclun greens,22.5,
Mace ,papayas,16.5,
Mace ,zinfandel wine,27.0,
Mace ,cream,2.5,
Mace ,almond butter,22.0,
Mace ,Tabasco sauce,19.25,
Mace ,herring,21.0,
Mace ,chicory,16.75,
Mace ,passion fruit,15.99,
Mace ,swiss cheese,28.75,
Mace ,chutney,23.5,
Mace ,tomato sauce,26.5,
Mace ,brown sugar,10.25,
Mace ,chambord,12.25,
Mace ,hash browns,29.25,
Mai Tai Bar,celery,18.5,
Mai Tai Bar,limes,5.0,
Mai Tai Bar,clams,7.5,
Mai Tai Bar,apple pie spice,12.99,
Mai Tai Bar,cloves,9.99,
Mai Tai Bar,tea,28.0,
Mai Tai Bar,mussels,29.75,
Mai Tai Bar,chives,29.75,
Mai Tai Bar,spinach,10.75,
Mai Tai Bar,bean threads,2.75,
Mai Tai Bar,anchovies,20.0,
Mai Tai Bar,pesto,18.75,
Mai Tai Bar,cheddar cheese,14.99,
Mai Tai Bar,tomato paste,28.99,
Mai Tai Bar,chili sauce,14.0,
Mai Tai Bar,snap peas,3.5,
Mai Tai Bar,chile peppers,26.5,
Mai Tai Bar,earl gray's tea,27.75,
Mai Tai Bar,spaghetti squash,22.75,
Mai Tai Bar,tartar sauce,4.99,
Mai Tai Bar,macaroni,15.75,
Mai Tai Bar,eggplants,25.25,
Mai Tai Bar,red pepper flakes,12.0,
Mai Tai Bar,squash,24.5,
Mai Tai Bar,hamburger,15.75,
Mai Tai Bar,mascarpone,10.75,
Mai Tai Bar,chestnuts,26.99,
Mai Tai Bar,cinnamon,24.0,
Mai Tai Bar,tomatoes,10.75,
Mai Tai Bar,fennel,16.0,
Mai Tai Bar,cilantro,13.0,
Mai Tai Bar,ginger ale,23.75,
Mai Tai Bar,walnuts,6.25,
Mai Tai Bar,pico de gallo,29.99,
Mai Tai Bar,cantaloupes,5.25,
Marvel Bar,adobo,24.0,
Marvel Bar,tea,28.0,
Marvel Bar,bean sauce,25.25,
Marvel Bar,plums,3.0,
Marvel Bar,strawberry milkshake,11.0,
Marvel Bar,allspice,11.0,
Marvel Bar,hot chocolate,18.5,
Marvel Bar,hoisin sauce,12.5,
Marvel Bar,croutons,15.0,
Marvel Bar,quail,25.99,
Marvel Bar,focaccia,22.75,
Marvel Bar,cabbage,12.25,
Marvel Bar,cinnamon,24.0,
Marvel Bar,chicory,16.75,
Marvel Bar,mushrooms,29.25,
Marvel Bar,moo shu wrappers,2.99,
Marvel Bar,canola oil,11.0,
Marvel Bar,rice wine,14.25,
Marvel Bar,poultry seasoning,23.0,
Marvel Bar,dried leeks,6.99,
Marvel Bar,succotash,16.99,
Marvel Bar,french fries,23.0,
Marvel Bar,hash browns,29.25,
Marvel Bar,borscht,20.99,
Marvel Bar,limes,5.0,
Marvel Bar,ham,5.5,
Marvel Bar,pecans,21.0,
Marvel Bar,hot sauce,7.99,
Marvel Bar,shrimp,21.99,
Marvel Bar,almond extract,16.25,
Marvel Bar,chile peppers,26.5,
Marvel Bar,rice,24.99,
Marvel Bar,turtle,10.5,
Marvel Bar,monkfish,24.5,
Marvel Bar,asparagus,7.0,
Marvel Bar,cottage cheese,23.5,
Marvel Bar,rosemary,19.75,
Marvel Bar,brandy,5.75,
Marvel Bar,white beans,17.25,
Marvel Bar,spinach,10.75,
Marvel Bar,turnips,24.25,
Marvel Bar,shallots,11.75,
Marvel Bar,gelatin,26.5,
Marvel Bar,kidney beans,9.0,
Marvel Bar,lentils,24.99,
McMahon's Public House,strawberry milkshake,11.0,
McMahon's Public House,mackerel,22.25,
McMahon's Public House,haddock,28.0,
McMahon's Public House,butter,23.25,
McMahon's Public House,rice,24.99,
McMahon's Public House,croutons,15.0,
McMahon's Public House,cabbage,12.25,
McMahon's Public House,amaretto,6.5,
McMahon's Public House,beer,12.25,
McMahon's Public House,hot sauce,7.99,
McMahon's Public House,lemons,6.25,
McMahon's Public House,shallots,11.75,
McMahon's Public House,avocados,28.0,
McMahon's Public House,garlic,16.0,
McMahon's Public House,bruschetta,2.99,
McMahon's Public House,potatoes,11.5,
McMahon's Public House,barbecue sauce,13.25,
McMahon's Public House,pistachios,28.75,
McMahon's Public House,apricots,2.75,
McMahon's Public House,Marsala,12.25,
McMahon's Public House,ancho chile peppers,19.75,
McMahon's Public House,octopus,2.75,
McMahon's Public House,cilantro,13.0,
McMahon's Public House,acorn squash,16.25,
McMahon's Public House,aquavit,19.0,
McMahon's Public House,fennel,16.0,
McMahon's Public House,baking soda,22.0,
McMahon's Public House,chili sauce,14.0,
McMahon's Public House,cinnamon,24.0,
McMahon's Public House,squid,5.5,
McMahon's Public House,barley sugar,23.25,
McMahon's Public House,brown sugar,10.25,
McMahon's Public House,quail,25.99,
McMahon's Public House,dates,16.0,
McMahon's Public House,lamb,14.99,
Milk Room,cactus,13.99,
Milk Room,bean sprouts,5.99,
Milk Room,green beans,19.25,
Milk Room,aquavit,19.0,
Milk Room,black beans,4.0,
Milk Room,hot sauce,7.99,
Milk Room,tea,28.0,
Milk Room,cannellini beans,23.75,
Milk Room,couscous,5.5,
Milk Room,raspberries,27.75,
Milk Room,coca cola,16.5,
Milk Room,haddock,28.0,
Milk Room,bard,5.75,
Milk Room,black olives,7.99,
Milk Room,navy beans,22.5,
Milk Room,cornstarch,13.25,
Milk Room,borscht,20.99,
Milk Room,pico de gallo,29.99,
Milk Room,duck,23.0,
Milk Room,brown rice,19.75,
Milk Room,sesame seeds,14.0,
Milk Room,salsa,8.75,
Milk Room,salt,6.99,
Million Dollar Cowboy Bar,couscous,5.5,
Million Dollar Cowboy Bar,radishes,24.25,
Million Dollar Cowboy Bar,lemons,6.25,
Million Dollar Cowboy Bar,summer squash,10.0,
Million Dollar Cowboy Bar,cider,21.5,
Million Dollar Cowboy Bar,rice wine,14.25,
Million Dollar Cowboy Bar,rice,24.99,
Million Dollar Cowboy Bar,bacon,3.75,
Million Dollar Cowboy Bar,Tabasco sauce,19.25,
Million Dollar Cowboy Bar,corned beef,27.0,
Million Dollar Cowboy Bar,chard,21.5,
Million Dollar Cowboy Bar,cider vinegar,16.75,
Million Dollar Cowboy Bar,cheddar cheese,14.99,
Molly's Shebeen,provolone,27.5,
Molly's Shebeen,bagels,6.99,
Molly's Shebeen,tuna,19.5,
Molly's Shebeen,herring,21.0,
Molly's Shebeen,peanut butter,9.25,
Molly's Shebeen,macaroni,15.75,
Molly's Shebeen,pink beans,3.0,
Molly's Shebeen,flour,13.5,
Molly's Shebeen,bananas,18.75,
Molly's Shebeen,broccoli,6.25,
Molly's Shebeen,coriander,27.0,
Molly's Shebeen,bok choy,18.0,
Molly's Shebeen,chaurice sausage,20.0,
Molly's Shebeen,cream,2.5,
Molly's Shebeen,margarine,8.25,
Molly's Shebeen,mint,13.25,
Molly's Shebeen,walnuts,6.25,
Molly's Shebeen,salmon,14.5,
Multnomah Whiskey Library,rhubarb,25.25,
Multnomah Whiskey Library,date sugar,26.99,
Multnomah Whiskey Library,grapefruits,2.0,
Multnomah Whiskey Library,black beans,4.0,
Multnomah Whiskey Library,chocolate milkshake,9.99,
Multnomah Whiskey Library,strawberries,12.99,
Multnomah Whiskey Library,dill,19.75,
Multnomah Whiskey Library,bay leaves,7.5,
Multnomah Whiskey Library,almond paste,21.25,
Multnomah Whiskey Library,cucumbers,22.25,
Multnomah Whiskey Library,chocolate,4.99,
Multnomah Whiskey Library,crayfish,3.25,
Multnomah Whiskey Library,lemon grass,7.25,
Multnomah Whiskey Library,grits,3.25,
Multnomah Whiskey Library,chipotle peppers,8.25,
Multnomah Whiskey Library,huckleberries,16.5,
Multnomah Whiskey Library,tomato paste,28.99,
Multnomah Whiskey Library,snapper,18.0,
Multnomah Whiskey Library,vanilla milkshake,8.25,
Multnomah Whiskey Library,chard,21.5,
Multnomah Whiskey Library,truffles,7.0,
Multnomah Whiskey Library,breadcrumbs,23.25,
Multnomah Whiskey Library,coconut water,29.5,
Multnomah Whiskey Library,margarine,8.25,
Multnomah Whiskey Library,bruschetta,2.99,
Multnomah Whiskey Library,chili powder,8.5,
Multnomah Whiskey Library,venison,11.0,
Multnomah Whiskey Library,Havarti cheese,2.0,
Multnomah Whiskey Library,garlic,16.0,
Multnomah Whiskey Library,horseradish,28.75,
Multnomah Whiskey Library,peas,13.0,
Multnomah Whiskey Library,monkfish,24.5,
Multnomah Whiskey Library,Worcestershire sauce,26.99,
Multnomah Whiskey Library,cantaloupes,5.25,
Multnomah Whiskey Library,paprika,25.99,
Multnomah Whiskey Library,basil,18.25,
Multnomah Whiskey Library,arugula,26.25,
Multnomah Whiskey Library,baguette,7.0,
Multnomah Whiskey Library,tortillas,18.5,
Multnomah Whiskey Library,Cappuccino Latte,25.99,
Multnomah Whiskey Library,sparkling water,23.99,
No Vacancy at the Juniper Hotel,margarine,8.25,
No Vacancy at the Juniper Hotel,pasta,2.5,
No Vacancy at the Juniper Hotel,peanut butter,9.25,
No Vacancy at the Juniper Hotel,bean sauce,25.25,
No Vacancy at the Juniper Hotel,aioli,13.5,
No Vacancy at the Juniper Hotel,spaghetti squash,22.75,
No Vacancy at the Juniper Hotel,strawberry milkshake,11.0,
No Vacancy at the Juniper Hotel,capers,24.5,
No Vacancy at the Juniper Hotel,flax seed,22.25,
No Vacancy at the Juniper Hotel,aquavit,19.0,
No Vacancy at the Juniper Hotel,bean threads,2.75,
No Vacancy at the Juniper Hotel,croutons,15.0,
No Vacancy at the Juniper Hotel,kiwi,16.75,
No Vacancy at the Juniper Hotel,chipotle peppers,8.25,
No Vacancy at the Juniper Hotel,sparkling water,23.99,
No Vacancy at the Juniper Hotel,cayenne pepper,4.75,
No Vacancy at the Juniper Hotel,cranberry juice,24.75,
No Vacancy at the Juniper Hotel,andouille sausage,6.75,
No Vacancy at the Juniper Hotel,berries,14.0,
No Vacancy at the Juniper Hotel,Parmesan cheese,10.5,
No Vacancy at the Juniper Hotel,avocados,28.0,
No Vacancy at the Juniper Hotel,bananas,18.75,
No Vacancy at the Juniper Hotel,mozzarella,17.25,
No Vacancy at the Juniper Hotel,cannellini beans,23.75,
No Vacancy at the Juniper Hotel,colby cheese,18.25,
No Vacancy at the Juniper Hotel,red cabbage,29.0,
No Vacancy at the Juniper Hotel,habanero chilies,13.99,
No Vacancy at the Juniper Hotel,cookies,29.25,
No Vacancy at the Juniper Hotel,vanilla milkshake,8.25,
No Vacancy at the Juniper Hotel,okra,5.5,
No Vacancy at the Juniper Hotel,salmon,14.5,
No Vacancy at the Juniper Hotel,beef,3.75,
No Vacancy at the Juniper Hotel,shrimp,21.99,
No Vacancy at the Juniper Hotel,garlic,16.0,
No Vacancy at the Juniper Hotel,pickles,3.0,
No Vacancy at the Juniper Hotel,tomato paste,28.99,
No Vacancy at the Juniper Hotel,pig's feet,5.99,
No Vacancy at the Juniper Hotel,mushrooms,29.25,
No Vacancy at the Juniper Hotel,brown sugar,10.25,
No Vacancy at the Juniper Hotel,garlic powder,11.5,
No Vacancy at the Juniper Hotel,chutney,23.5,
No Vacancy at the Juniper Hotel,fanta,21.99,
No Vacancy at the Juniper Hotel,anchovy paste,16.5,
No Vacancy at the Juniper Hotel,corn syrup,10.75,
No Vacancy at the Juniper Hotel,raisins,4.99,
No Vacancy at the Juniper Hotel,honeydew melons,5.5,
No Vacancy at the Juniper Hotel,romaine lettuce,18.25,
No Vacancy at the Juniper Hotel,paprika,25.99,
No Vacancy at the Juniper Hotel,orange milkshake,18.75,
Occidental,water chestnuts,27.99,
Occidental,chambord,12.25,
Occidental,jasmine tea,11.75,
Occidental,broth,28.99,
Occidental,adobo,24.0,
Occidental,dumpling,3.5,
Occidental,cocoa powder,21.25,
Occidental,huckleberries,16.5,
Occidental,mint,13.25,
Occidental,coconut milk,15.5,
Occidental,soymilk,27.0,
Occidental,pears,16.0,
Occidental,ketchup,4.5,
Occidental,vanilla bean,6.0,
Occidental,succotash,16.99,
Occidental,lettuce,18.99,
Occidental,peanut butter,9.25,
Occidental,pesto,18.75,
Occidental,lima beans,8.99,
Occidental,five-spice powder,17.25,
Occidental,red snapper,25.25,
Old Ebbitt Grill,anchovy paste,16.5,
Old Ebbitt Grill,almond butter,22.0,
Old Ebbitt Grill,celery seeds,6.99,
Old Ebbitt Grill,mesclun greens,22.5,
Old Ebbitt Grill,coriander,27.0,
Old Ebbitt Grill,white chocolate,12.75,
Old Ebbitt Grill,plums,3.0,
Old Ebbitt Grill,rum,21.5,
Old Ebbitt Grill,squid,5.5,
Old Ebbitt Grill,cornstarch,13.25,
Old Ebbitt Grill,pepper,16.0,
Old Ebbitt Grill,snap peas,3.5,
Old Ebbitt Grill,salsa,8.75,
Old Ebbitt Grill,mussels,29.75,
Old Ebbitt Grill,ham,5.5,
Old Ebbitt Grill,fennel,16.0,
Old Ebbitt Grill,corn flour,13.5,
Old Ebbitt Grill,curry powder,24.75,
Old Ebbitt Grill,ice cream,14.99,
PX,romaine lettuce,18.25,
PX,snow peas,11.75,
PX,figs,11.0,
PX,angelica,25.99,
PX,breadcrumbs,23.25,
PX,coca cola,16.5,
Polite Provisions,kumquats,9.75,
Polite Provisions,rosemary,19.75,
Polite Provisions,breadcrumbs,23.25,
Polite Provisions,chambord,12.25,
Polite Provisions,chutney,23.5,
Polite Provisions,beer,12.25,
Polite Provisions,cod,28.75,
Prairie School,grapefruits,2.0,
Prairie School,limes,5.0,
Prairie School,swordfish,13.25,
Prairie School,sazon,13.75,
Prairie School,pasta,2.5,
Prairie School,milk,11.75,
Prairie School,lemon Peel,8.5,
Prairie School,cookies,29.25,
Prairie School,succotash,16.99,
Prairie School,quail,25.99,
Prairie School,anchovies,20.0,
Prairie School,molasses,9.75,
Prairie School,ketchup,4.5,
Prairie School,tartar sauce,4.99,
Prizefighter,pecans,21.0,
Prizefighter,pig's feet,5.99,
Prizefighter,hamburger,15.75,
Prizefighter,prosciutto,22.5,
Prizefighter,marmalade,17.0,
Prizefighter,chicken,29.0,
Prizefighter,hash browns,29.25,
Prizefighter,Goji berry,7.99,
Prizefighter,sage,26.0,
Prizefighter,clams,7.5,
Prizefighter,octopus,2.75,
Prizefighter,bass,12.99,
Prizefighter,almonds,17.75,
Prizefighter,pesto,18.75,
Prizefighter,figs,11.0,
Prizefighter,celery seeds,6.99,
Prizefighter,lobsters,28.5,
Prizefighter,barley,14.5,
Prizefighter,skim milk,21.0,
Prizefighter,bananas,18.75,
Prizefighter,dill,19.75,
Prizefighter,beer,12.25,
Prizefighter,kidney beans,9.0,
Prizefighter,artificial sweetener,4.99,
Prizefighter,zinfandel wine,27.0,
Prizefighter,duck,23.0,
Prizefighter,cannellini beans,23.75,
Prizefighter,plums,3.0,
Prizefighter,grits,3.25,
Prizefighter,rum,21.5,
Prizefighter,sazon,13.75,
Prizefighter,provolone,27.5,
Proof,tonic water,21.99,
Proof,chipotle peppers,8.25,
Proof,watermelons,9.99,
Proof,broth,28.99,
Proof,mascarpone,10.75,
Proof,limes,5.0,
Proof,halibut,25.75,
Proof,maraschino cherries,10.99,
Proof,horseradish,28.75,
Proof,cottage cheese,23.5,
Proof,chutney,23.5,
Proof,brunoise,8.0,
Proof,raspberries,27.75,
Proof,cherries,26.5,
Proof,barbecue sauce,13.25,
Proof,corned beef,27.0,
Proof,kombucha,2.25,
Proof,chili sauce,14.0,
Proof,raisins,4.99,
Proof,lima beans,8.99,
Proof,Goji berry,7.99,
Proof,breadcrumbs,23.25,
Proof,provolone,27.5,
Proof,garlic,16.0,
Proof,artificial sweetener,4.99,
Proof,apricots,2.75,
Proof,allspice,11.0,
Proof,pepper,16.0,
Proof,powdered sugar,3.25,
Proof,ham,5.5,
Proof,spearmint,22.25,
Proof,hamburger,15.75,
Proof,gouda,10.99,
Proof,dried leeks,6.99,
Proof,apple pie spice,12.99,
Proof,onion powder,13.75,
Proof,gorgonzola,15.99,
Proof,English muffins,15.99,
Proof,rice wine,14.25,
Proof,cannellini beans,23.75,
Proof,lobsters,28.5,
Proof,panko bread crumbs,19.5,
Proof,quail,25.99,
Proof,ale,17.75,
Proof,granola,27.99,
Proof,mustard,9.75,
Proof,geese,2.5,
Proof,dr. pepper,12.75,
Proof,coffee,24.5,
Proof,hoisin sauce,12.5,
ROKC,margarine,8.25,
ROKC,earl gray's tea,27.75,
ROKC,oranges,29.0,
ROKC,fish sauce,12.99,
ROKC,Mandarin oranges,3.75,
ROKC,red pepper flakes,12.0,
ROKC,date sugar,26.99,
ROKC,beets,21.25,
ROKC,caviar,8.75,
ROKC,plums,3.0,
ROKC,hot chocolate,18.5,
ROKC,brunoise,8.0,
ROKC,acai juice,18.25,
ROKC,sausages,29.99,
ROKC,panko bread crumbs,19.5,
ROKC,flax seed,22.25,
ROKC,raisins,4.99,
ROKC,almond extract,16.25,
ROKC,tofu,24.99,
ROKC,cactus,13.99,
ROKC,sweet peppers,23.25,
ROKC,ginger,6.99,
ROKC,sesame seeds,14.0,
ROKC,squid,5.5,
ROKC,broccoli,6.25,
ROKC,anchovies,20.0,
ROKC,guavas,17.99,
ROKC,borscht,20.99,
ROKC,aquavit,19.0,
ROKC,bay leaves,7.5,
ROKC,vanilla,4.75,
ROKC,chives,29.75,
ROKC,strawberry milkshake,11.0,
ROKC,colby cheese,18.25,
ROKC,pig's feet,5.99,
ROKC,mustard,9.75,
ROKC,buckwheat,2.75,
ROKC,turkeys,25.99,
ROKC,veal,7.5,
ROKC,blueberries,21.25,
Range,white beans,17.25,
Range,bean threads,2.75,
Range,apple butter,29.0,
Range,capers,24.5,
Range,plums,3.0,
Range,crabs,6.75,
Range,sweet chili sauce,2.75,
Range,spaghetti squash,22.75,
Range,grits,3.25,
Range,chipotle peppers,8.25,
Range,pesto,18.75,
Range,cloves,9.99,
Range,mushrooms,29.25,
Range,pistachios,28.75,
Range,plum tomatoes,24.25,
Range,veal,7.5,
Range,coconut water,29.5,
Range,kombucha,2.25,
Raven & Rose,crayfish,3.25,
Raven & Rose,Goji berry,7.99,
Raven & Rose,monkfish,24.5,
Raven & Rose,cranberry juice,24.75,
Raven & Rose,marmalade,17.0,
Raven & Rose,cauliflower,17.5,
Raven & Rose,sausages,29.99,
Raven & Rose,condensed milk,25.99,
Raven & Rose,beans,4.0,
Raven & Rose,pork,25.75,
Raven & Rose,ham,5.5,
Raven & Rose,lima beans,8.99,
Raven & Rose,broccoli raab,19.5,
Raven & Rose,Mandarin oranges,3.75,
Raven & Rose,vanilla milkshake,8.25,
Raven & Rose,romaine lettuce,18.25,
Raven & Rose,venison,11.0,
Raven & Rose,hazelnuts,3.5,
Raven & Rose,coconut oil,11.25,
Raven & Rose,alfredo sauce,7.25,
Raven & Rose,trout,8.25,
Raven & Rose,broccoli,6.25,
Raven & Rose,croutons,15.0,
Raven & Rose,red snapper,25.25,
Raven & Rose,brussels sprouts,8.5,
Raven & Rose,jelly beans,7.75,
Raven & Rose,bruschetta,2.99,
Raven & Rose,rosemary,19.75,
Raven & Rose,oatmeal,3.99,
Raven & Rose,tonic water,21.99,
Raven & Rose,paprika,25.99,
Raven & Rose,milk,11.75,
Raven & Rose,quail,25.99,
Raven & Rose,gouda,10.99,
Raven & Rose,cider vinegar,16.75,
Raven & Rose,bacon grease,15.99,
Raven & Rose,margarine,8.25,
Raven & Rose,bass,12.99,
Raven & Rose,mesclun greens,22.5,
Raven & Rose,green beans,19.25,
Raven & Rose,vanilla,4.75,
Raven & Rose,chestnuts,26.99,
Raven & Rose,/usr/local/bin/python3.6 "/Users/forrest/Documents/School/03-01/Prin Info/Project 2/Population/Combine4.py",3.5,
Raven & Rose,cocoa powder,21.25,
Raven & Rose,jack cheese,4.99,
Raven & Rose,clams,7.5,
Raven & Rose,coca cola,16.5,
Raven & Rose,almond milk,27.75,
Raven & Rose,pumpkins,26.25,
Red Key Tavern,honey,6.25,
Red Key Tavern,tonic water,21.99,
Red Key Tavern,apples,14.99,
Red Key Tavern,portabella mushrooms,28.5,
Red Key Tavern,adobo,24.0,
Red Key Tavern,mascarpone,10.75,
Red Key Tavern,chili sauce,14.0,
Red Key Tavern,black olives,7.99,
Red Key Tavern,blackberries,25.99,
Red Key Tavern,pepsi,19.0,
Room 11,apples,14.99,
Room 11,guavas,17.99,
Room 11,provolone,27.5,
Room 11,feta cheese,17.99,
Room 11,cocoa powder,21.25,
Room 11,won ton skins,20.0,
Room 11,apricots,2.75,
Room 11,pepsi,19.0,
Room 11,onions,9.0,
Room 11,cornmeal,9.99,
Room 11,kumquats,9.75,
Room 11,cumin,27.5,
Room 11,brown rice,19.75,
Room 11,Havarti cheese,2.0,
Room 11,white beans,17.25,
Room 11,acorn squash,16.25,
Room 11,chipotle peppers,8.25,
Room 11,steak,14.99,
Room 11,cantaloupes,5.25,
Room 11,green onions,23.25,
Room 11,cinnamon,24.0,
Room 11,cheddar cheese,14.99,
Room 11,french fries,23.0,
Room 11,watermelons,9.99,
Salty Dawg Saloon,orange peels,21.75,
Salty Dawg Saloon,chili sauce,14.0,
Salty Dawg Saloon,nectarines,28.5,
Salty Dawg Saloon,brussels sprouts,8.5,
Salty Dawg Saloon,eel,17.0,
Salty Dawg Saloon,chives,29.75,
Salty Dawg Saloon,apples,14.99,
Salty Dawg Saloon,provolone,27.5,
Salty Dawg Saloon,mustard,9.75,
Salty Dawg Saloon,broth,28.99,
Salty Dawg Saloon,raw sugar,20.5,
Salty Dawg Saloon,aquavit,19.0,
Salty Dawg Saloon,almond milk,27.75,
Salty Dawg Saloon,marmalade,17.0,
Salty Dawg Saloon,pecans,21.0,
Salty Dawg Saloon,zinfandel wine,27.0,
Salty Dawg Saloon,kidney beans,9.0,
Salty Dawg Saloon,green beans,19.25,
Sassafras Saloon,asiago cheese,11.5,
Sassafras Saloon,mussels,29.75,
Sassafras Saloon,baking powder,6.25,
Sassafras Saloon,peanut butter,9.25,
Sassafras Saloon,chambord,12.25,
Sassafras Saloon,catfish,17.0,
Sassafras Saloon,vanilla bean,6.0,
Sassafras Saloon,squid,5.5,
Sassafras Saloon,cremini mushrooms,29.5,
Sassafras Saloon,turtle,10.5,
Sassafras Saloon,green onions,23.25,
Sassafras Saloon,potatoes,11.5,
Sassafras Saloon,moo shu wrappers,2.99,
Sassafras Saloon,acorn squash,16.25,
Sassafras Saloon,cinnamon,24.0,
Sassafras Saloon,raspberries,27.75,
Sassafras Saloon,watermelons,9.99,
Sassafras Saloon,peas,13.0,
Sassafras Saloon,broth,28.99,
Sassafras Saloon,cloves,9.99,
Sassafras Saloon,lamb,14.99,
Sassafras Saloon,navy beans,22.5,
Sassafras Saloon,cayenne pepper,4.75,
Sassafras Saloon,chicken,29.0,
Sassafras Saloon,pineapple-mango sherbert punch,8.99,
Sassafras Saloon,cod,28.75,
Sassafras Saloon,poppy seeds,13.75,
Sassafras Saloon,bacon grease,15.99,
Sazerac Bar,coconuts,9.75,
Sazerac Bar,acai juice,18.25,
Sazerac Bar,pumpkins,26.25,
Sazerac Bar,vegemite,6.25,
Sazerac Bar,pork,25.75,
Sazerac Bar,beer,12.25,
Sazerac Bar,barley sugar,23.25,
Sazerac Bar,apples,14.99,
Sazerac Bar,potatoes,11.5,
Sazerac Bar,chickpeas,20.25,
Sazerac Bar,fanta,21.99,
Sazerac Bar,okra,5.5,
Sazerac Bar,soybeans,16.5,
Sazerac Bar,tarragon,7.25,
Sazerac Bar,sesame seeds,14.0,
Sazerac Bar,andouille sausage,6.75,
Sazerac Bar,turkeys,25.99,
Sazerac Bar,coriander,27.0,
Sazerac Bar,cider vinegar,16.75,
Sazerac Bar,angelica,25.99,
Sazerac Bar,curry powder,24.75,
Sazerac Bar,creme fraiche,14.0,
Sazerac Bar,sweet potatoes,2.5,
Sazerac Bar,wild rice,13.99,
Sazerac Bar,remoulade,13.99,
Sazerac Bar,Cappuccino Latte,25.99,
Sazerac Bar,corn,19.99,
Sazerac Bar,ketchup,4.5,
Sazerac Bar,oranges,29.0,
Sazerac Bar,raw sugar,20.5,
Sazerac Bar,sour cream,4.25,
Sazerac Bar,baking powder,6.25,
Sazerac Bar,chives,29.75,
Sazerac Bar,walnuts,6.25,
Sazerac Bar,lobsters,28.5,
Sazerac Bar,romaine lettuce,18.25,
Sazerac Bar,sweet chili sauce,2.75,
Sazerac Bar,Havarti cheese,2.0,
Sazerac Bar,watermelons,9.99,
Sazerac Bar,squash,24.5,
Sazerac Bar,ricotta cheese,4.0,
Sazerac Bar,bard,5.75,
Sazerac Bar,rhubarb,25.25,
Sazerac Bar,anchovy paste,16.5,
Sazerac Bar,artichokes,21.0,
Sazerac Bar,rosemary,19.75,
Seamstress,/usr/local/bin/python3.6 "/Users/forrest/Documents/School/03-01/Prin Info/Project 2/Population/Combine4.py",3.5,
Seamstress,salsa,8.75,
Seamstress,chestnuts,26.99,
Seamstress,jelly beans,7.75,
Seamstress,portabella mushrooms,28.5,
Seamstress,dates,16.0,
Seamstress,artificial sweetener,4.99,
Seamstress,panko bread crumbs,19.5,
Seamstress,kombucha,2.25,
Seamstress,oranges,29.0,
Seamstress,carrots,14.75,
Seamstress,vegemite,6.25,
Seamstress,rosemary,19.75,
Seamstress,rice vinegar,18.25,
Seamstress,pheasants,18.75,
Seamstress,peanut butter,9.25,
Seamstress,tortillas,18.5,
Seamstress,cooking wine,16.25,
Seamstress,blueberries,21.25,
Seamstress,wasabi,17.0,
Seamstress,acai juice,18.25,
Seamstress,succotash,16.99,
Seamstress,garlic powder,11.5,
Seamstress,brussels sprouts,8.5,
Seamstress,sauerkraut,6.75,
Seamstress,corn flour,13.5,
Seamstress,zinfandel wine,27.0,
Seamstress,crayfish,3.25,
Seamstress,blue cheese,12.99,
Seamstress,bourbon,28.99,
Seamstress,Kahlua,17.5,
Seamstress,cayenne pepper,4.75,
Seamstress,hamburger,15.75,
Seamstress,cheddar cheese,14.99,
Seamstress,black olives,7.99,
Seamstress,ancho chile peppers,19.75,
Seamstress,prosciutto,22.5,
Seamstress,salmon,14.5,
Seamstress,dumpling,3.5,
Seven Bamboo,breadcrumbs,23.25,
Seven Bamboo,celery,18.5,
Seven Bamboo,corn syrup,10.75,
Seven Bamboo,prawns,21.25,
Seven Bamboo,black-eyed peas,23.25,
Seven Bamboo,/usr/local/bin/python3.6 "/Users/forrest/Documents/School/03-01/Prin Info/Project 2/Population/Combine4.py",3.5,
Seven Bamboo,artificial sweetener,4.99,
Seven Bamboo,sesame seeds,14.0,
Seven Bamboo,green tea,27.5,
Seven Bamboo,ale,17.75,
Seven Bamboo,cannellini beans,23.75,
Seven Bamboo,strawberry milkshake,11.0,
Seven Bamboo,chickpeas,20.25,
Seven Bamboo,guavas,17.99,
Seven Bamboo,gouda,10.99,
Seven Bamboo,bananas,18.75,
Seven Bamboo,oatmeal,3.99,
Seven Bamboo,bean sprouts,5.99,
Seven Bamboo,baking soda,22.0,
Seven Bamboo,caviar,8.75,
Seven Bamboo,ancho chile peppers,19.75,
Seven Bamboo,snow peas,11.75,
Seven Bamboo,pasta,2.5,
Seven Bamboo,asiago cheese,11.5,
Seven Bamboo,rice vinegar,18.25,
Seven Bamboo,chocolate,4.99,
Seven Bamboo,fanta,21.99,
Seven Bamboo,powdered sugar,3.25,
Seven Bamboo,snap peas,3.5,
Seven Bamboo,heavy cream,20.75,
Seven Bamboo,unsweetened chocolate,7.99,
Seven Bamboo,hazelnuts,3.5,
Seven Bamboo,eel,17.0,
Seven Bamboo,green beans,19.25,
